cells,compound,exposure_time,condition,treatment,response
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.078991679646001
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.3696810607432863
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0537143421592807
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1801010295928829
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2053783670796034
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.066353010902641
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1421850233628024
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1674623608495227
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2053783670796034
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2559330420530443
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0284370046725602
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2180170358229636
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2432943733096842
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2559330420530443
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.293849048283125
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.3064877170264853
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.458151741946808
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.5718997606370502
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.5592610918936898
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.7867571292741733
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.3570423919999262
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2306557045663238
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2180170358229636
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1548236921061625
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1674623608495227
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2685717107964045
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2053783670796034
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1421850233628024
SVG,DEP,24 Hours,Normoxia,Blank,0.9481688726254903
SVG,DEP,24 Hours,Normoxia,Blank,0.9361500604806765
SVG,DEP,24 Hours,Normoxia,Blank,0.9241312483358627
SVG,DEP,24 Hours,Normoxia,Blank,1.1765263033769535
SVG,DEP,24 Hours,Normoxia,Blank,0.8279807511773518
SVG,DEP,24 Hours,Normoxia,Blank,1.0323005576391873
SVG,DEP,24 Hours,Normoxia,Blank,0.9481688726254903
SVG,DEP,24 Hours,Normoxia,Blank,0.9722064969151181
SVG,DEP,24 Hours,Normoxia,Blank,1.0202817454943736
SVG,DEP,24 Hours,Normoxia,Blank,1.056338181928815
SVG,DEP,24 Hours,Normoxia,Blank,0.9601876847703043
SVG,DEP,24 Hours,Normoxia,Blank,1.0923946183632565
SVG,DEP,24 Hours,Normoxia,Blank,0.9722064969151181
SVG,DEP,24 Hours,Normoxia,Blank,0.9962441212047457
SVG,DEP,24 Hours,Normoxia,Blank,1.0323005576391873
SVG,DEP,24 Hours,Normoxia,Blank,1.1044134305080704
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0923946183632565
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9962441212047457
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.561128292010996
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.056338181928815
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.3568084855491613
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.056338181928815
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0443193697840012
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0683569940736288
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0803758062184428
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.2005639276665812
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0082629333495596
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.128451054797698
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0323005576391873
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0923946183632565
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0082629333495596
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0082629333495596
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0323005576391873
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0683569940736288
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1524886790873259
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.128451054797698
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1765263033769535
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.368827297693975
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.212582739811395
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2366203641010227
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2005639276665812
SVG,DEP,24 Hours,Normoxia,50 ug/ml,0.9601876847703043
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.128451054797698
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1765263033769535
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0443193697840012
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1645074912321396
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0323005576391873
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0923946183632565
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1765263033769535
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.3928649219836027
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.4048837341284166
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1044134305080704
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.368827297693975
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1885451155217674
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.140469866942512
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2846956126802782
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.3568084855491613
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2846956126802782
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2606579883906504
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2486391762458366
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2606579883906504
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1885451155217674
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2606579883906504
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2005639276665812
SVG,DEP,24 Hours,Normoxia,Blank,0.9268652841564402
SVG,DEP,24 Hours,Normoxia,Blank,1.0214233006006386
SVG,DEP,24 Hours,Normoxia,Blank,0.938685036211965
SVG,DEP,24 Hours,Normoxia,Blank,0.997783796489589
SVG,DEP,24 Hours,Normoxia,Blank,0.9032257800453906
SVG,DEP,24 Hours,Normoxia,Blank,0.997783796489589
SVG,DEP,24 Hours,Normoxia,Blank,0.9623245403230146
SVG,DEP,24 Hours,Normoxia,Blank,0.9741442923785394
SVG,DEP,24 Hours,Normoxia,Blank,1.1396208211558867
SVG,DEP,24 Hours,Normoxia,Blank,1.0096035485451138
SVG,DEP,24 Hours,Normoxia,Blank,1.0214233006006386
SVG,DEP,24 Hours,Normoxia,Blank,0.938685036211965
SVG,DEP,24 Hours,Normoxia,Blank,1.0096035485451138
SVG,DEP,24 Hours,Normoxia,Blank,1.056882556767213
SVG,DEP,24 Hours,Normoxia,Blank,1.0450628047116883
SVG,DEP,24 Hours,Normoxia,Blank,1.056882556767213
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.1514405732114115
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9623245403230146
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9623245403230146
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0450628047116883
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9623245403230146
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9741442923785394
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0096035485451138
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.364196110210858
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.1987195814335108
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0096035485451138
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9859640444340642
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0805220608782626
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9859640444340642
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.0096035485451138
SVG,DEP,24 Hours,Normoxia,20 ug/ml,0.9859640444340642
SVG,DEP,24 Hours,Normoxia,20 ug/ml,1.1159813170448372
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2341788376000853
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1396208211558867
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0805220608782626
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.0805220608782626
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1987195814335108
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.3169171019887589
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.24599858965561
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.5651318951547792
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2932775978777094
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2341788376000853
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1159813170448372
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1041615649893124
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1159813170448372
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.1041615649893124
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.2223590855445603
SVG,DEP,24 Hours,Normoxia,50 ug/ml,1.376015862266383
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2696380937666596
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2578183417111348
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1987195814335108
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.24599858965561
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.24599858965561
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1514405732114115
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.3050973499332341
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.3050973499332341
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.24599858965561
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2105393334890355
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1750800773224612
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.1987195814335108
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2341788376000853
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.186899829377986
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.2932775978777094
SVG,DEP,24 Hours,Normoxia,100 ug/ml,1.4114751184329573
SVG,DEP,24 Hours,Hypoxia,Blank,0.9556311152185901
SVG,DEP,24 Hours,Hypoxia,Blank,0.9130369858284364
SVG,DEP,24 Hours,Hypoxia,Blank,0.9698291583486414
SVG,DEP,24 Hours,Hypoxia,Blank,0.9982252446087438
SVG,DEP,24 Hours,Hypoxia,Blank,0.9982252446087438
SVG,DEP,24 Hours,Hypoxia,Blank,1.0408193739988976
SVG,DEP,24 Hours,Hypoxia,Blank,0.8988389426983852
SVG,DEP,24 Hours,Hypoxia,Blank,0.9840272014786926
SVG,DEP,24 Hours,Hypoxia,Blank,1.069215460259
SVG,DEP,24 Hours,Hypoxia,Blank,0.9272350289584876
SVG,DEP,24 Hours,Hypoxia,Blank,1.0266213308688463
SVG,DEP,24 Hours,Hypoxia,Blank,1.083413503389051
SVG,DEP,24 Hours,Hypoxia,Blank,1.0266213308688463
SVG,DEP,24 Hours,Hypoxia,Blank,1.0408193739988976
SVG,DEP,24 Hours,Hypoxia,Blank,1.0266213308688463
SVG,DEP,24 Hours,Hypoxia,Blank,1.0408193739988976
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.9414330720885389
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.9840272014786926
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.069215460259
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1544037190393073
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.069215460259
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.196997848429461
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.083413503389051
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.0266213308688463
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.0976115465191025
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.083413503389051
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1260076327792048
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1260076327792048
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1686017621693585
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1544037190393073
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1544037190393073
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.2253939346895635
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.2679880640797172
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1686017621693585
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.140205675909256
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.196997848429461
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1544037190393073
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.253790020949666
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.140205675909256
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1686017621693585
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1686017621693585
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1260076327792048
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.196997848429461
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.196997848429461
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1260076327792048
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.310582193469871
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1544037190393073
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1118095896491536
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3389782797299725
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2111958915595122
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2963841503398197
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2679880640797172
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2821861072097684
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.5093547972905874
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.367374365990075
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.310582193469871
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.253790020949666
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3957704522501775
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.310582193469871
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3815724091201262
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2963841503398197
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.4525626247703824
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3531763228600238
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2821861072097684
SVG,DEP,24 Hours,Hypoxia,Blank,0.8614633508900917
SVG,DEP,24 Hours,Hypoxia,Blank,0.9716042893128763
SVG,DEP,24 Hours,Hypoxia,Blank,1.0266747585242686
SVG,DEP,24 Hours,Hypoxia,Blank,1.0129071412214206
SVG,DEP,24 Hours,Hypoxia,Blank,1.0404423758271166
SVG,DEP,24 Hours,Hypoxia,Blank,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,Blank,1.081745227735661
SVG,DEP,24 Hours,Hypoxia,Blank,0.9991395239185725
SVG,DEP,24 Hours,Hypoxia,Blank,0.9440690547071802
SVG,DEP,24 Hours,Hypoxia,Blank,0.9578366720100282
SVG,DEP,24 Hours,Hypoxia,Blank,0.9716042893128763
SVG,DEP,24 Hours,Hypoxia,Blank,1.0266747585242686
SVG,DEP,24 Hours,Hypoxia,Blank,0.9853719066157244
SVG,DEP,24 Hours,Hypoxia,Blank,1.095512845038509
SVG,DEP,24 Hours,Hypoxia,Blank,0.9578366720100282
SVG,DEP,24 Hours,Hypoxia,Blank,0.916533820101484
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.0542099931299649
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.2331890180669898
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1918861661584454
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.5085413641239507
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.3570975737926219
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.3157947218840775
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.2882594872783812
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1230480796442053
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1643509315527494
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.2469566353698378
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1368156969470533
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.2882594872783812
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.2331890180669898
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1918861661584454
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1643509315527494
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1643509315527494
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.2056537834612937
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.2469566353698378
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.2331890180669898
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.37086519109547
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1368156969470533
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1643509315527494
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1643509315527494
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1918861661584454
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1918861661584454
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.067977610432813
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.1505833142499013
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2469566353698378
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2056537834612937
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2194214007641417
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3157947218840775
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3020271045812295
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3157947218840775
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2194214007641417
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.37086519109547
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2056537834612937
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2882594872783812
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2607242526726852
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2882594872783812
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3295623391869256
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.425935660306862
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.2882594872783812
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3157947218840775
SVG,DEP,24 Hours,Hypoxia,Blank,0.8030155405266366
SVG,DEP,24 Hours,Hypoxia,Blank,0.880517622942386
SVG,DEP,24 Hours,Hypoxia,Blank,0.8159325542625948
SVG,DEP,24 Hours,Hypoxia,Blank,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,Blank,1.100106856453676
SVG,DEP,24 Hours,Hypoxia,Blank,1.0355217877738847
SVG,DEP,24 Hours,Hypoxia,Blank,1.048438801509843
SVG,DEP,24 Hours,Hypoxia,Blank,0.9838537328300518
SVG,DEP,24 Hours,Hypoxia,Blank,1.0871898427177178
SVG,DEP,24 Hours,Hypoxia,Blank,0.9709367190940936
SVG,DEP,24 Hours,Hypoxia,Blank,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,Blank,1.2034429663413417
SVG,DEP,24 Hours,Hypoxia,Blank,1.1776089388694253
SVG,DEP,24 Hours,Hypoxia,Blank,1.1259408839255924
SVG,DEP,24 Hours,Hypoxia,Blank,0.9838537328300518
SVG,DEP,24 Hours,Hypoxia,Blank,0.8934346366783442
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.7771815130547202
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.7771815130547202
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.828849567998553
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.8546835954704696
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.8676006092064278
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.9192686641502608
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.8417665817345114
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.9580197053581354
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.7255134581108873
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.7255134581108873
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.9192686641502608
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.8546835954704696
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.8546835954704696
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.1517749113975089
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,1.0355217877738847
SVG,DEP,24 Hours,Hypoxia,20 ug/ml,0.8676006092064278
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.8417665817345114
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.932185677886219
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.8934346366783442
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.0096877603019683
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.0096877603019683
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.9709367190940936
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.048438801509843
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.0226047740379265
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.0355217877738847
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,0.9838537328300518
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.0613558152458011
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.2680280350211328
SVG,DEP,24 Hours,Hypoxia,50 ug/ml,1.0355217877738847
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.4230321998526316
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.5263683097402967
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.3713641449087988
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.164691925133467
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.1517749113975089
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,0.9967707465660101
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.0226047740379265
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.1388578976615507
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,0.7900985267906784
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,0.8417665817345114
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,0.9451026916221772
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.1388578976615507
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.100106856453676
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.0613558152458011
SVG,DEP,24 Hours,Hypoxia,100 ug/ml,1.048438801509843
